Scientific_name,Family,Status,Group,Common_name,Type,Specie_ID,Country
Callimico goeldii,,Endangered,Mammals,Goeldi's marmoset,Animal,https://ecos.fws.gov//ecp/species/2056,
Caretta caretta,,Endangered,Reptiles,Loggerhead sea turtle,Animal,https://ecos.fws.gov//ecp/species/1110,
Loxops ochraceus,,Endangered,Birds,Maui akepa,Animal,https://ecos.fws.gov//ecp/species/1922,
Brachyramphus marmoratus,,Threatened,Birds,Marbled murrelet,Animal,https://ecos.fws.gov//ecp/species/4467,
Pittosporum hawaiiense,Pittosporaceae,Endangered,Flowering Plants,Hoawa,Plant,https://ecos.fws.gov//ecp/species/402,
Mergus octosetaceus,,Endangered,Birds,Brazillian merganser,Animal,https://ecos.fws.gov//ecp/species/607,
Schiedea membranacea,Caryophyllaceae,Endangered,Flowering Plants,No common name,Plant,https://ecos.fws.gov//ecp/species/4643,USA
Pyrgulopsis trivialis,,Endangered,Snails,Three Forks Springsnail,Animal,https://ecos.fws.gov//ecp/species/1017,USA
Calyptronoma rivalis,Arecaceae,Threatened,Flowering Plants,Palma de manaca,Plant,https://ecos.fws.gov//ecp/species/1272,
Rostrhamus sociabilis plumbeus,,Endangered,Birds,Everglade snail kite,Animal,https://ecos.fws.gov//ecp/species/7713,USA
Vicugna vicugna,,Endangered,Mammals,Vicuna,Animal,https://ecos.fws.gov//ecp/species/2978,
Lampsilis higginsii,,Endangered,Clams,Higgins eye (pearlymussel),Animal,https://ecos.fws.gov//ecp/species/5428,
Cyclura pinguis,,Endangered,Reptiles,Anegada ground iguana,Animal,https://ecos.fws.gov//ecp/species/1492,
Cyclura rileyi nuchalis,,Threatened,Reptiles,Acklins ground iguana,Animal,https://ecos.fws.gov//ecp/species/27,
Schwalbea americana,Scrophulariaceae,Endangered,Flowering Plants,American chaffseed,Plant,https://ecos.fws.gov//ecp/species/1286,
Drymarchon corais couperi,,Threatened,Reptiles,Eastern indigo snake,Animal,https://ecos.fws.gov//ecp/species/646,
Astragalus magdalenae var. peirsonii,Fabaceae,Threatened,Flowering Plants,Peirson's milk-vetch,Plant,https://ecos.fws.gov//ecp/species/4933,USA
Deltistes luxatus,,Endangered,Fishes,Lost River sucker,Animal,https://ecos.fws.gov//ecp/species/5604,USA
Pogogyne nudiuscula,Lamiaceae,Endangered,Flowering Plants,Otay mesa-mint,Plant,https://ecos.fws.gov//ecp/species/5362,
Eremichthys acros,,Threatened,Fishes,Desert dace,Animal,https://ecos.fws.gov//ecp/species/7290,USA
Euphorbia halemanui,Euphorbiaceae,Endangered,Flowering Plants,''Akoko,Plant,https://ecos.fws.gov//ecp/species/8441,
Euphydryas editha taylori,,Endangered,Insects,Taylor's (=whulge) Checkerspot,Animal,https://ecos.fws.gov//ecp/species/5907,USA
Lagorchestes hirsutus,,Endangered,Mammals,Western hare wallaby,Animal,https://ecos.fws.gov//ecp/species/3857,
Propithecus spp.,,Endangered,Mammals,Sifakas,Animal,https://ecos.fws.gov//ecp/species/7623,
Cyrtonyx montezumae merriami,,Endangered,Birds,Merriam's Montezuma quail,Animal,https://ecos.fws.gov//ecp/species/8511,
Polyplectron emphanum,,Endangered,Birds,Palawan peacock pheasant,Animal,https://ecos.fws.gov//ecp/species/4485,
Caretta caretta,,Threatened,Reptiles,Loggerhead sea turtle,Animal,https://ecos.fws.gov//ecp/species/1110,
Charadrius melodus,,Threatened,Birds,Piping Plover,Animal,https://ecos.fws.gov//ecp/species/6039,
Hamiota australis,,Threatened,Clams,Southern sandshell,Animal,https://ecos.fws.gov//ecp/species/2551,
Etheostoma chermocki,,Endangered,Fishes,Vermilion darter,Animal,https://ecos.fws.gov//ecp/species/296,
Eugenia haematocarpa,Myrtaceae,Endangered,Flowering Plants,Uvillo,Plant,https://ecos.fws.gov//ecp/species/4279,
Ptychobranchus greenii,,Endangered,Clams,Triangular Kidneyshell,Animal,https://ecos.fws.gov//ecp/species/4396,
Hibiscus brackenridgei,Malvaceae,Endangered,Flowering Plants,(=Native yellow hibiscus) ma`o hau hele,Plant,https://ecos.fws.gov//ecp/species/4075,USA
Noturus stanauli,,"Experimental Population, Non-Essential",Fishes,Pygmy madtom,Animal,USA
Acinonyx jubatus,,Endangered,Mammals,Cheetah,Animal,https://ecos.fws.gov//ecp/species/5719,
Elliptio steinstansana,,Endangered,Clams,Tar River spinymussel,Animal,https://ecos.fws.gov//ecp/species/1392,
Echinocereus triglochidiatus var. arizonicus,Cactaceae,Endangered,Flowering Plants,Arizona hedgehog cactus,Plant,https://ecos.fws.gov//ecp/species/1702,
Etheostoma akatulo,,Endangered,Fishes,bluemask darter,Animal,https://ecos.fws.gov//ecp/species/3969,
Spiranthes parksii,Orchidaceae,Endangered,Flowering Plants,Navasota ladies-tresses,Plant,https://ecos.fws.gov//ecp/species/1570,
Empidonax euleri johnstonei,,Endangered,Birds,Euler's flycatcher,Animal,https://ecos.fws.gov//ecp/species/7714,
Papilio chikae,,Endangered,Insects,Luzon peacock swallowtail butterfly,Animal,https://ecos.fws.gov//ecp/species/2820,
Astrophytum asterias,Cactaceae,Endangered,Flowering Plants,Star cactus,Plant,https://ecos.fws.gov//ecp/species/7913,
Sterna antillarum,,Endangered,Birds,Least tern,Animal,https://ecos.fws.gov//ecp/species/8505,
Marshallia mohrii,Asteraceae,Threatened,Flowering Plants,Mohr's Barbara's buttons,Plant,https://ecos.fws.gov//ecp/species/7610,
Astragalus clarianus,Fabaceae,Endangered,Flowering Plants,Clara Hunt's milk-vetch,Plant,https://ecos.fws.gov//ecp/species/3300,
Tryonia cheatumi,,Endangered,Snails,Phantom Tryonia,Animal,https://ecos.fws.gov//ecp/species/4779,USA
Astelia waialealae,Liliaceae,Endangered,Flowering Plants,Pa`iniu,Plant,https://ecos.fws.gov//ecp/species/6880,USA
Epioblasma torulosa rangiana,,Endangered,Clams,Northern riffleshell,Animal,https://ecos.fws.gov//ecp/species/527,
Cyrtandra gracilis,Gesneriaceae,Endangered,Flowering Plants,Haiwale,Plant,https://ecos.fws.gov//ecp/species/3346,USA
Empetrichthys latos,,Endangered,Fishes,Pahrump poolfish,Animal,https://ecos.fws.gov//ecp/species/7281,
Lasthenia burkei,Asteraceae,Endangered,Flowering Plants,Burke's goldfields,Plant,https://ecos.fws.gov//ecp/species/4338,
Zyzomys pedunculatus,,Endangered,Mammals,Australian native mouse,Animal,https://ecos.fws.gov//ecp/species/615,
Panthera onca,,Endangered,Mammals,Jaguar,Animal,https://ecos.fws.gov//ecp/species/3944,USA
Accipiter francesii pusillus,,Endangered,Birds,Anjouan Island sparrowhawk,Animal,https://ecos.fws.gov//ecp/species/7636,
Pseudobahia bahiifolia,Asteraceae,Endangered,Flowering Plants,Hartweg's golden sunburst,Plant,https://ecos.fws.gov//ecp/species/1704,
Pterodroma madeira,,Endangered,Birds,Freira,Animal,https://ecos.fws.gov//ecp/species/7620,
Oncorhynchus (=Salmo) mykiss,,Threatened,Fishes,Steelhead,Animal,https://ecos.fws.gov//ecp/species/1007,
Abies guatemalensis,Pinaceae,Threatened,Conifers and Cycads,Guatemalan Fir (=pinabete),Plant,https://ecos.fws.gov//ecp/species/2543,
Equus hemionus,,Endangered,Mammals,Asian wild ass,Animal,https://ecos.fws.gov//ecp/species/3237,
Neotoma fuscipes riparia,,Endangered,Mammals,Riparian woodrat (=San Joaquin Valley),Animal,https://ecos.fws.gov//ecp/species/6191,
Ara ambiguus,,Endangered,Birds,Great green macaw,Animal,https://ecos.fws.gov//ecp/species/9017,
Cicindela nevadica lincolniana,,Endangered,Insects,Salt Creek Tiger beetle,Animal,https://ecos.fws.gov//ecp/species/342,
Epicrates monensis granti,,Endangered,Reptiles,Virgin Islands tree boa,Animal,https://ecos.fws.gov//ecp/species/3247,
Castilleja levisecta,Orobanchaceae,Threatened,Flowering Plants,golden paintbrush,Plant,https://ecos.fws.gov//ecp/species/7706,
Pyrgulopsis bernardina,,Threatened,Snails,San Bernardino springsnail,Animal,https://ecos.fws.gov//ecp/species/1778,USA
Tauraco bannermani,,Endangered,Birds,Bannerman's turaco,Animal,https://ecos.fws.gov//ecp/species/1821,
Texella cokendolpheri,,Endangered,Arachnids,Cokendolpher Cave Harvestman,Animal,https://ecos.fws.gov//ecp/species/676,USA
Oncorhynchus (=Salmo) mykiss,,Endangered,Fishes,Steelhead,Animal,https://ecos.fws.gov//ecp/species/1007,
Schiedea diffusa subsp. diffusa,Caryophyllaceae,Endangered,Flowering Plants,No common name,Plant,https://ecos.fws.gov//ecp/species/9616,
Urocyon littoralis catalinae,,Threatened,Mammals,Santa Catalina Island Fox,Animal,https://ecos.fws.gov//ecp/species/6763,
Dama mesopotamica (=dama m.),,Endangered,Mammals,Persian fallow deer,Animal,https://ecos.fws.gov//ecp/species/1508,
Prionailurus (=Felis) planiceps,,Endangered,Mammals,Flat-headed cat,Animal,https://ecos.fws.gov//ecp/species/1929,
Varanus komodoensis,,Endangered,Reptiles,Komodo Island monitor,Animal,https://ecos.fws.gov//ecp/species/6201,
Melicope quadrangularis,Rutaceae,Endangered,Flowering Plants,Alani,Plant,https://ecos.fws.gov//ecp/species/8542,
Sicyos macrophyllus,Cucurbitaceae,Endangered,Flowering Plants,`Anunu,Plant,https://ecos.fws.gov//ecp/species/2768,
Arctocephalus townsendi,,Threatened,Mammals,Guadalupe fur seal,Animal,https://ecos.fws.gov//ecp/species/6991,
Cicindela dorsalis dorsalis,,Threatened,Insects,Northeastern beach tiger beetle,Animal,https://ecos.fws.gov//ecp/species/8105,
Drosophila tarphytrichia,,Endangered,Insects,Hawaiian picture-wing fly,Animal,https://ecos.fws.gov//ecp/species/6666,USA
Oncorhynchus (=Salmo) mykiss,,"Experimental Population, Non-Essential",Fishes,Steelhead,Animal,USA
Lampsilis powellii,,Threatened,Clams,Arkansas fatmucket,Animal,https://ecos.fws.gov//ecp/species/2213,
Cirsium pitcheri,Asteraceae,Threatened,Flowering Plants,Pitcher's thistle,Plant,https://ecos.fws.gov//ecp/species/8153,
Euphorbia deppeana,Euphorbiaceae,Endangered,Flowering Plants,`Akoko,Plant,https://ecos.fws.gov//ecp/species/6446,USA
Vulpes velox hebes,,Endangered,Mammals,Northern swift fox,Animal,https://ecos.fws.gov//ecp/species/2054,
Pleomele fernaldii,Agavaceae,Endangered,Flowering Plants,Hala pepe,Plant,https://ecos.fws.gov//ecp/species/6285,
Gambusia georgei,,Endangered,Fishes,San Marcos gambusia,Animal,https://ecos.fws.gov//ecp/species/7519,USA
Adenophorus periens,Polypodiaceae,Endangered,Ferns and Allies,Pendant kihi fern,Plant,https://ecos.fws.gov//ecp/species/1916,USA
Ilex cookii,Aquifoliaceae,Endangered,Flowering Plants,Cook's holly,Plant,https://ecos.fws.gov//ecp/species/3475,
Phlox nivalis ssp. texensis,Polemoniaceae,Endangered,Flowering Plants,Texas trailing phlox,Plant,https://ecos.fws.gov//ecp/species/4462,
Acanthomintha ilicifolia,Lamiaceae,Threatened,Flowering Plants,San Diego thornmint,Plant,https://ecos.fws.gov//ecp/species/351,USA
Notropis oxyrhynchus,,Endangered,Fishes,Sharpnose Shiner,Animal,https://ecos.fws.gov//ecp/species/6492,
Aeschynomene virginica,Fabaceae,Threatened,Flowering Plants,Sensitive joint-vetch,Plant,https://ecos.fws.gov//ecp/species/855,
Orcuttia viscida,Poaceae,Endangered,Flowering Plants,Sacramento Orcutt grass,Plant,https://ecos.fws.gov//ecp/species/5507,USA
Panicum niihauense,Poaceae,Endangered,Flowering Plants,Lau `ehu,Plant,https://ecos.fws.gov//ecp/species/252,USA
Vigna o-wahuensis,Fabaceae,Endangered,Flowering Plants,No common name,Plant,https://ecos.fws.gov//ecp/species/8445,USA
Bos mutus (=grunniens m.),,Endangered,Mammals,Wild yak,Animal,https://ecos.fws.gov//ecp/species/6366,
Gambusia nobilis,,Endangered,Fishes,Pecos gambusia,Animal,https://ecos.fws.gov//ecp/species/460,
Pleurobema furvum,,Endangered,Clams,Dark pigtoe,Animal,https://ecos.fws.gov//ecp/species/1519,
Lipochaeta fauriei,Asteraceae,Endangered,Flowering Plants,Nehe,Plant,https://ecos.fws.gov//ecp/species/6458,USA
Melicope christophersenii,Rutaceae,Endangered,Flowering Plants,Alani,Plant,https://ecos.fws.gov//ecp/species/4185,USA
Grindelia fraxinipratensis,Asteraceae,Threatened,Flowering Plants,Ash Meadows gumplant,Plant,https://ecos.fws.gov//ecp/species/8580,USA
Lepidium papilliferum,Brassicaceae,Threatened,Flowering Plants,Slickspot peppergrass,Plant,https://ecos.fws.gov//ecp/species/4027,
Phyllostegia pilosa,Lamiaceae,Endangered,Flowering Plants,No common name,Plant,https://ecos.fws.gov//ecp/species/9246,USA
Acipenser medirostris,,Threatened,Fishes,green sturgeon,Animal,https://ecos.fws.gov//ecp/species/2329,
Ivesia kingii var. eremica,Rosaceae,Threatened,Flowering Plants,Ash Meadows ivesia,Plant,https://ecos.fws.gov//ecp/species/2411,USA
Hibiscus clayi,Malvaceae,Endangered,Flowering Plants,Clay's hibiscus,Plant,https://ecos.fws.gov//ecp/species/4280,USA
Pithecophaga jefferyi,,Endangered,Birds,Philippine eagle,Animal,https://ecos.fws.gov//ecp/species/4484,
Nicrophorus americanus,,"Experimental Population, Non-Essential",Insects,American burying beetle,Animal,USA
Colinus virginianus ridgwayi,,Endangered,Birds,Masked bobwhite (quail),Animal,https://ecos.fws.gov//ecp/species/3484,
Batagur baska,,Endangered,Reptiles,River terrapin,Animal,https://ecos.fws.gov//ecp/species/4622,
Cyanea copelandii ssp. haleakalaensis,Campanulaceae,Endangered,Flowering Plants,Haha,Plant,https://ecos.fws.gov//ecp/species/4574,USA
Solidago shortii,Asteraceae,Endangered,Flowering Plants,Short's goldenrod,Plant,https://ecos.fws.gov//ecp/species/5367,
Myadestes lanaiensis rutha,,Endangered,Birds,Molokai thrush,Animal,https://ecos.fws.gov//ecp/species/3071,
Cyclura nubila nubila,,Threatened,Reptiles,Cuban ground iguana,Animal,https://ecos.fws.gov//ecp/species/4503,
Peltophryne lemur,,Threatened,Amphibians,Puerto Rican crested toad,Animal,https://ecos.fws.gov//ecp/species/3958,
Notropis topeka (=tristis),,"Experimental Population, Non-Essential",Fishes,Topeka shiner,Animal,USA
Cyrtandra wagneri,Gesneriaceae,Endangered,Flowering Plants,haiwale,Plant,https://ecos.fws.gov//ecp/species/9493,
Juglans jamaicensis,Juglandaceae,Endangered,Flowering Plants,West Indian Walnut (=Nogal),Plant,https://ecos.fws.gov//ecp/species/745,
Epioblasma obliquata perobliqua,,Endangered,Clams,White catspaw (pearlymussel),Animal,https://ecos.fws.gov//ecp/species/6893,
Pteris lidgatei,Adiantaceae,Endangered,Ferns and Allies,No common name,Plant,https://ecos.fws.gov//ecp/species/6707,USA
Manihot walkerae,Euphorbiaceae,Endangered,Flowering Plants,Walker's manioc,Plant,https://ecos.fws.gov//ecp/species/1892,
Fitzroya cupressoides,Cupressaceae,Threatened,Conifers and Cycads,Chilean false larch,Plant,https://ecos.fws.gov//ecp/species/6706,
Keysseria (=Lagenifera) erici,Asteraceae,Endangered,Flowering Plants,No common name,Plant,https://ecos.fws.gov//ecp/species/2301,USA
Saguinus leucopus,,Threatened,Mammals,White-footed tamarin,Animal,https://ecos.fws.gov//ecp/species/4114,
Pseudomys shortridgei,,Endangered,Mammals,Shortridge's mouse,Animal,https://ecos.fws.gov//ecp/species/6979,
Cyanoramphus cookii (=novaezelandiae c.),,Endangered,Birds,Norfolk Island parakeet,Animal,https://ecos.fws.gov//ecp/species/6323,
Viola helenae,Violaceae,Endangered,Flowering Plants,No common name,Plant,https://ecos.fws.gov//ecp/species/2648,USA
Torreya taxifolia,Taxaceae,Endangered,Conifers and Cycads,Florida torreya,Plant,https://ecos.fws.gov//ecp/species/5391,
Echinocereus viridiflorus var. davisii,Cactaceae,Endangered,Flowering Plants,Davis' green pitaya,Plant,https://ecos.fws.gov//ecp/species/3337,
Schiedea trinervis,Caryophyllaceae,Endangered,Flowering Plants,No common name,Plant,https://ecos.fws.gov//ecp/species/1324,USA
Orcinus orca,,Endangered,Mammals,Killer whale,Animal,https://ecos.fws.gov//ecp/species/3380,USA
Potamilus capax,,Endangered,Clams,Fat pocketbook,Animal,https://ecos.fws.gov//ecp/species/2780,
Tabernaemontana rotensis,Apocynaceae,Threatened,Flowering Plants,No common name,Plant,https://ecos.fws.gov//ecp/species/2542,
Achatinella spp.,,Endangered,Snails,Oahu tree snails,Animal,https://ecos.fws.gov//ecp/species/304,
Amazona pretrei pretrei,,Endangered,Birds,Red-spectacled parrot,Animal,https://ecos.fws.gov//ecp/species/6361,
Cacatua alba,,Threatened,Birds,White cockatoo,Animal,https://ecos.fws.gov//ecp/species/9024,
Cambarus veteranus,,Endangered,Crustaceans,Guyandotte River crayfish,Animal,https://ecos.fws.gov//ecp/species/10375,
Leiolopisma telfairi,,Threatened,Reptiles,Round Island skink,Animal,https://ecos.fws.gov//ecp/species/2093,
Coryphantha robbinsiorum,Cactaceae,Threatened,Flowering Plants,Cochise pincushion cactus,Plant,https://ecos.fws.gov//ecp/species/7229,
Spelaeorchestia koloana,,Endangered,Crustaceans,Kauai cave amphipod,Animal,https://ecos.fws.gov//ecp/species/5766,USA
Bulbophyllum guamense,Orchidaceae,Threatened,Flowering Plants,Cebello halumtano,Plant,https://ecos.fws.gov//ecp/species/9753,
Capra pyrenaica pyrenaica,,Endangered,Mammals,Pyrenean ibex,Animal,https://ecos.fws.gov//ecp/species/4236,
Amblyopsis rosae,,Threatened,Fishes,Ozark cavefish,Animal,https://ecos.fws.gov//ecp/species/6490,
Equus przewalskii,,Endangered,Mammals,Przewalski's horse,Animal,https://ecos.fws.gov//ecp/species/5273,
Mustela nigripes,,"Experimental Population, Non-Essential",Mammals,Black-footed ferret,Animal,USA
Phoebastria (=Diomedea) albatrus,,Endangered,Birds,Short-tailed albatross,Animal,https://ecos.fws.gov//ecp/species/433,
Melicope reflexa,Rutaceae,Endangered,Flowering Plants,Alani,Plant,https://ecos.fws.gov//ecp/species/2942,USA
Poa sandvicensis,Poaceae,Endangered,Flowering Plants,Hawaiian bluegrass,Plant,https://ecos.fws.gov//ecp/species/6402,USA
Paroreomyza flammea,,Endangered,Birds,Molokai creeper,Animal,https://ecos.fws.gov//ecp/species/2190,
Chelonia mydas,,Threatened,Reptiles,Green sea turtle,Animal,https://ecos.fws.gov//ecp/species/6199,
Ciconia boyciana (=ciconia b.),,Endangered,Birds,Oriental white stork,Animal,https://ecos.fws.gov//ecp/species/1504,
Pritchardia schattaueri,Arecaceae,Endangered,Flowering Plants,Lo`ulu,Plant,https://ecos.fws.gov//ecp/species/7374,
Psychotria hexandra ssp. oahuensis,Rubiaceae,Endangered,Flowering Plants,Kopiko,Plant,https://ecos.fws.gov//ecp/species/3374,USA
Clarkia springvillensis,Onagraceae,Threatened,Flowering Plants,Springville clarkia,Plant,https://ecos.fws.gov//ecp/species/8309,
Pyrgus ruralis lagunae,,Endangered,Insects,Laguna Mountains skipper,Animal,https://ecos.fws.gov//ecp/species/6237,
Penstemon haydenii,Scrophulariaceae,Endangered,Flowering Plants,Blowout penstemon,Plant,https://ecos.fws.gov//ecp/species/6172,
Kadua haupuensis,Rubiaceae,Endangered,Flowering Plants,No common name,Plant,https://ecos.fws.gov//ecp/species/9617,
Buteo solitarius,,Endangered,Birds,Hawaiian (='lo) Hawk,Animal,https://ecos.fws.gov//ecp/species/5509,
Dendroica chrysoparia,,Endangered,Birds,Golden-cheeked warbler (=wood),Animal,https://ecos.fws.gov//ecp/species/33,
Pomarea nigra,,Endangered,Birds,Tahiti flycatcher,Animal,https://ecos.fws.gov//ecp/species/8252,
Asplenium dielerectum,Aspleniaceae,Endangered,Ferns and Allies,Asplenium-leaved diellia,Plant,https://ecos.fws.gov//ecp/species/7361,USA
Cephalophus jentinki,,Endangered,Mammals,Jentink's duiker,Animal,https://ecos.fws.gov//ecp/species/3653,
Solenodon paradoxus,,Endangered,Mammals,Haitian solenodon,Animal,https://ecos.fws.gov//ecp/species/6328,
Notomys aquilo,,Endangered,Mammals,Australian native mouse,Animal,https://ecos.fws.gov//ecp/species/6982,
Cenchrus agrimonioides,Poaceae,Endangered,Flowering Plants,Kamanomano,Plant,https://ecos.fws.gov//ecp/species/2928,USA
Pteralyxia kauaiensis,Apocynaceae,Endangered,Flowering Plants,Kaulu,Plant,https://ecos.fws.gov//ecp/species/2943,USA
Panthera tigris,,Endangered,Mammals,Tiger,Animal,https://ecos.fws.gov//ecp/species/1765,
Gouania meyenii,Rhamnaceae,Endangered,Flowering Plants,No common name,Plant,https://ecos.fws.gov//ecp/species/3893,USA
Huperzia mannii,Lycopodiaceae,Endangered,Ferns and Allies,Wawae`iole,Plant,https://ecos.fws.gov//ecp/species/1215,USA
Megalagrion pacificum,,Endangered,Insects,Pacific Hawaiian damselfly,Animal,https://ecos.fws.gov//ecp/species/6119,
Cordia bellonis,Boraginaceae,Endangered,Flowering Plants,No common name,Plant,https://ecos.fws.gov//ecp/species/7228,
Cyclargus (=Hemiargus) thomasi bethunebakeri,,Endangered,Insects,Miami Blue Butterfly,Animal,https://ecos.fws.gov//ecp/species/3797,
Scutellaria montana,Lamiaceae,Threatened,Flowering Plants,Large-flowered skullcap,Plant,https://ecos.fws.gov//ecp/species/4721,
Plethodon shenandoah,,Endangered,Amphibians,Shenandoah salamander,Animal,https://ecos.fws.gov//ecp/species/4097,
Polyborus plancus audubonii,,Threatened,Birds,Audubon's crested caracara,Animal,https://ecos.fws.gov//ecp/species/8250,
Ambystoma californiense,,Endangered,Amphibians,California tiger Salamander,Animal,https://ecos.fws.gov//ecp/species/2076,USA
Falco punctatus,,Endangered,Birds,Mauritius kestrel,Animal,https://ecos.fws.gov//ecp/species/4238,
Menidia extensa,,Threatened,Fishes,Waccamaw silverside,Animal,https://ecos.fws.gov//ecp/species/8137,USA
